,sound_label,sound_start,sound_end,word,F1_20,F1_35,F1_50,F1_65,F1_80,F2_20,F2_35,F2_50,F2_65,F2_80,participant,duration,changeF2,changeF1,trajectory,gender,changeF1norm,changeF2norm,traj_norm,child
50,face,234.268194205643,234.329909158785,THEY,604.32,564.48,498.59,446.14,429.3,2146.2,2212.05,2251.85,2159.59,2076.18,Lola,0.0617149531422569,-70.02,-175.02,188.506765926319,F,-2835.94155206709,-1134.57106316843,3054.47474766446,teen
51,face,280.063,280.137,MAYBE,515.51,503.12,503.47,585.86,559.07,2071.63,2173.14,2263.05,2289.98,2246.1,Lola,0.0740000000000123,174.47,43.5600000000001,179.825622479112,F,588.648648648552,2357.70270270231,2430.07597944706,teen
52,price,281.002,281.1,LIKE,817.82,825.59,824.38,797.48,849.63,1674.08,1656.01,1693.85,1794.84,1853.74,Lola,0.0980000000000132,179.66,31.8099999999999,182.45435511382,F,324.591836734649,1833.2653061222,1861.77913381424,teen
53,goat,284.623769317251,284.711059220867,NOTICE,619.79,636.05,635.46,667.71,658.38,1780.64,1759.81,1804.66,1817.97,1889.06,Lola,0.0872899036157833,108.42,38.59,115.082946173618,F,442.090074584781,1242.06804577564,1318.39928109176,teen
54,goat,285.934607069291,286.018231556188,SO,651.91,692.2,676.68,686.59,687.18,1447.73,1469.88,1328.1,1273.86,1220.61,Lola,0.08362448689752,-227.12,35.27,229.842266130492,F,421.766414462102,-2715.95089460257,2748.50435150841,teen
55,face,286.59,286.655,THEY,544.64,530.87,522.56,524.07,511,2090.07,2197.76,2151.84,2169.78,2149.96,Lola,0.0649999999999977,59.8899999999999,-33.64,68.6910598258608,F,-517.53846153848,921.384615384647,1056.78553578251,teen
56,price,290.64,290.692,LIKE,757.24,763.75,773.44,813.48,804.35,1684.24,1663.96,1668.46,1691.43,1665.06,Lola,0.0520000000000209,-19.1800000000001,47.11,50.8647667840914,F,905.961538461174,-368.846153846007,978.168592001365,teen
57,fleece,291.02,291.126,WE,480.48,457.29,485.28,464.24,439.51,2048.35,1792.21,1528.11,1839.27,2132.23,Lola,0.105999999999995,83.8800000000001,-40.97,93.3509255444209,F,-386.509433962282,791.320754717019,880.669108909673,teen
58,face,294.369,294.479,DAY,628.19,642.36,626.42,602.55,601.53,2086.87,2127.25,2207.81,2316.67,2402.07,Lola,0.109999999999957,315.2,-26.6600000000001,316.325458349467,F,-242.363636363732,2865.45454545567,2875.68598499628,teen
59,price,298.093,298.203,LIKE,964.73,921.02,909.52,817.87,743.05,1582.72,1643.93,1741.03,1870.26,1916.55,Lola,0.109999999999957,333.83,-221.68,400.729948094724,F,-2015.27272727352,3034.81818181937,3642.99952813528,teen
60,lot,304.05,304.157,LOT,650.55,656.56,656.23,667.07,684.96,1118.99,1083.68,1079.07,1034.34,1110.71,Lola,0.106999999999971,-8.27999999999997,34.4100000000001,35.3921813399514,F,321.588785046817,-77.3831775701141,330.768049906178,teen
61,price,307.538,307.628,LIKE,746.32,726.04,694.02,688.74,668.37,1695.14,1722.78,1810.8,1857.26,1940.17,Lola,0.089999999999975,245.03,-77.95,257.130129311989,F,-866.111111111352,2722.55555555631,2857.00143680067,teen
62,price,310.177,310.23,LIKE,795.1,832.1,781.65,753.99,707.22,1588.82,1623.98,1625.72,1684.62,1690.34,Lola,0.0529999999999973,101.52,-87.88,134.272874401347,F,-1658.11320754725,1915.47169811331,2533.4504604029,teen
63,face,310.332,310.397,THEY,573.52,537.27,488.91,490.19,461.19,2045.28,2135.85,2108.91,2203.75,2133.68,Lola,0.0649999999999977,88.3999999999999,-112.33,142.942607014144,F,-1728.15384615391,1360.00000000005,2199.11703098691,teen
64,price,312.91,312.968,LIKE,753.02,763.58,767.79,794.88,838.49,1460.75,1477.33,1483.55,1495.67,1550.09,Lola,0.0579999999999927,89.3399999999999,85.47,123.639623503147,F,1473.62068965536,1540.3448275864,2131.71764660625,teen
65,face,317.927,318.013,THEY,543.56,518.5,526.42,508.28,484.57,2110.95,2159.38,2282.58,2111.61,2067.14,Lola,0.0859999999999559,-43.8099999999999,-58.99,73.4788146338793,F,-685.930232558491,-509.418604651423,854.404821324616,teen
66,foot,318.152,318.206,LOOK,548.52,526,559.5,531.21,504.88,1650.9,1713.51,1621.41,1601.81,1509.71,Lola,0.0540000000000305,-141.19,-43.64,147.780464541157,F,-808.148148147692,-2614.62962962815,2736.67526927914,teen
67,price,321.914,321.997,LIFE,821.1,857.43,887.01,896.02,859.88,1563.46,1520.75,1477.6,1469.54,1510.99,Lola,0.0830000000000268,-52.47,38.78,65.2456075149891,F,467.2289156625,-632.168674698591,786.091656806844,teen
68,price,322.951,323.055,LIKE,867.18,848.92,844.14,766.69,749.41,1611.86,1685.09,1774.13,1912.97,2056.63,Lola,0.103999999999985,444.77,-117.77,460.097952397096,F,-1132.40384615401,4276.63461538523,4424.01877304964,teen
69,goat,326.023838225267,326.138582988751,LOWER,605.27,591.73,547.89,529.78,503.83,1562.09,1470.86,1364.57,1237.16,1206.28,Lola,0.114744763484225,-355.81,-101.44,369.98760749517,F,-884.049057401612,-3100.88224678694,3224.44002027191,teen
70,face,336.571,336.685,SAY,505.97,501.79,467,464.94,483.23,2128.92,2252.77,2225.65,2272.09,2166.83,Lola,0.113999999999976,37.9099999999999,-22.74,44.2071905915767,F,-199.473684210568,332.543859649192,387.782373610404,teen
71,price,344.37,344.749,CRIME,818.54,840.51,783.25,598.68,500.46,1286.9,1332.56,1629.77,2104.12,2365.93,Lola,0.379000000000019,1079.03,-318.08,1124.93583252557,F,-839.261213720275,2847.04485488112,2968.16842355017,teen
72,price,380.584,380.714,LIKE,793.01,775.66,755.03,689.77,572.28,1637.05,1757.89,1878.42,1946.61,2206.02,Lola,0.129999999999995,568.97,-220.73,610.285665733679,F,-1697.92307692314,4376.69230769248,4694.50512102848,teen
73,price,388.335,388.409,LIKE,792.84,803.82,801.3,771.36,730.98,1516.76,1537.01,1534.58,1661.62,1698.46,Lola,0.0740000000000123,181.7,-61.86,191.941526512634,F,-835.945945945807,2455.405405405,2593.80441233246,teen
74,price,428.63,428.717,LIKE,811.27,753,671.57,588.03,620.26,1911.08,1946.29,2065.48,2248.17,2387.52,Lola,0.0869999999999891,476.44,-191.01,513.302925863471,F,-2195.51724137959,5476.32183908115,5900.03363061535,teen
75,price,429.3,429.394,LIKE,765.38,823.76,790.11,726.66,654.48,1836.94,1814.25,1876,1996.73,2092.3,Lola,0.0939999999999941,255.36,-110.9,278.401759333522,F,-1179.78723404263,2716.59574468102,2961.72084397382,teen
76,face,430.878,430.934,SAY,538.9,522.97,503.74,472.76,460.35,2108.64,2194.26,2265.25,2227.36,2273.19,Lola,0.05600000000004,164.55,-78.55,182.337064251896,F,-1402.67857142757,2938.39285714076,3256.01900449582,teen
77,price,437.949,438.056,LIKE,809.31,795.04,713.82,626.88,582.58,1785.17,1845.89,1931.9,1981.93,2114.22,Lola,0.106999999999971,329.05,-226.73,399.600294544436,F,-2118.9719626174,3075.23364486065,3734.58219200509,teen
78,face,485.771,485.847,SAY,624.98,753.08,748.69,742.31,690.29,1796.39,1990.79,2014.3,2033.88,2099.13,Lola,0.075999999999965,302.74,65.3099999999999,309.704542588578,F,859.342105263552,3983.42105263341,4075.05977090422,teen
79,price,506.478,506.543,LIKE,748.36,772.43,782.1,714.1,695.27,1459.75,1495.17,1587.12,1661.96,1714.76,Lola,0.0649999999999977,255.01,-53.09,260.477730718002,F,-816.76923076926,3923.23076923091,4007.34970335402,teen
80,price,518.395,518.524,TIGHTS,868.35,870.68,839.65,804.39,714.54,1515.94,1591.97,1729.18,1991.05,1953.87,Lola,0.129000000000019,437.93,-153.81,464.15536299821,F,-1192.32558139517,3394.80620154989,3598.10358913288,teen
81,face,530.713,530.813,HATED,610.16,516.07,458.07,505.54,570.97,2221.81,2397.39,2508.57,2704.88,2721.54,Lola,0.100000000000023,499.73,-39.1899999999999,501.264330468467,F,-391.899999999909,4997.29999999885,5012.64330468352,teen
82,face,532.558,532.64,HATED,479.91,453.68,441.23,439.94,432.85,2475.14,2501.63,2629.02,2662.88,2488.34,Lola,0.0819999999999936,13.2000000000003,-47.06,48.8762068904698,F,-573.902439024435,160.975609756114,596.051303542361,teen
83,goat,532.974855420429,533.0888142784,SO,623.86,602.03,545.28,478.66,548.16,1520.23,1653.75,1730.86,1808.33,1854.12,Lola,0.113958857970488,333.89,-75.7,342.363873824327,F,-664.274821178044,2929.91704152096,3004.27610386363,teen
84,price,533.513,533.584,LIKE,826.13,841.93,863.2,846.86,835.1,1669.39,1656.16,1678.98,1739.05,1751.62,Lola,0.0709999999999127,82.2299999999998,8.97000000000003,82.7177961505259,F,126.33802816917,1158.16901408593,1165.03938240321,teen
85,price,537.917,538.074,ANXIETY,845.99,860.12,780.36,731.55,574.73,1391.32,1603.51,1840.53,2059.01,2137.7,Lola,0.156999999999925,746.38,-271.26,794.144251380062,F,-1727.77070063777,4754.01273885577,5058.24363936587,teen
86,face,538.923,539.021,HATED,492.64,481.15,470.39,465.5,508.56,2462.18,2572.31,2610.54,2572.24,2511.09,Lola,0.0979999999999563,48.9100000000003,15.92,51.4357317436044,F,162.448979591909,499.081632653287,524.854405547218,teen
87,price,539.153,539.222,HIGH,886.7,877.84,860.67,837.26,800.59,1656.67,1659.45,1662.65,1797.57,1831.25,Lola,0.06899999999996,174.58,-86.11,194.661522905786,F,-1247.97101449348,2530.1449275377,2821.18149138984,teen
88,goat,539.600480338477,539.696115402847,SO,582.04,576.85,579.44,614.15,611.47,1533.66,1560.19,1573.36,1524.08,1476.41,Lola,0.0956350643697306,-57.25,29.4300000000001,64.3714797095733,F,307.732317575717,-598.629805681609,673.094958776935,teen
89,price,540.868,540.937,HIGH,962.17,960.11,942.1,935.55,862.12,1475.35,1568.33,1594.16,1660.74,1754.48,Lola,0.06899999999996,279.13,-100.05,296.519070887523,F,-1450.00000000084,4045.36231884293,4297.3778389521,teen
90,price,546.024297766126,546.092045640951,LIKE,845.03,853.12,830.21,818.65,825.78,1724.32,1722.5,1728.1,1750.3,1808.62,Lola,0.0677478748257272,84.3,-19.25,86.4699514282273,F,-284.141754254553,1244.31947447578,1276.34928255182,teen
91,price,546.200169843959,546.260611360092,MY,883.49,899.5,888.79,892.7,885.59,1128.12,1190.98,1201.24,1264.88,1358.56,Lola,0.0604415161328689,230.44,2.10000000000002,230.449568452623,F,34.7443302941571,3812.61117761213,3812.76948688753,teen
92,price,548.91,548.982,LIKE,858.59,895.58,939.01,956.36,951.69,1674.4,1614.68,1548.96,1501.98,1537.26,Lola,0.0720000000000027,-137.14,93.1,165.755813171062,F,1293.05555555551,-1904.72222222215,2302.16407182022,teen
93,price,549.253,549.327,LIKE,830.26,831.46,808.12,784.88,708.94,1570.83,1629.48,1646.13,1722.62,1749.41,Lola,0.0739999999999554,178.58,-121.32,215.892007262891,F,-1639.45945946045,2413.2432432447,2917.45955760839,teen
94,face,554.649,554.766,HATED,482.83,493.44,493.57,491.46,470.94,2423.98,2801.64,2835.45,2813.33,2811.11,Lola,0.116999999999962,387.13,-11.89,387.312546917861,F,-101.623931623965,3308.80341880449,3310.36364887168,teen
95,face,555.771,555.855,HATED,580.27,527.86,484.56,420.81,431.16,2369.15,2228.49,2163.77,1967.09,1843.06,Lola,0.08400000000006,-526.09,-149.11,546.813021242179,F,-1775.11904761778,-6262.97619047172,6509.67882430701,teen
96,price,556.489,556.55,LIKE,706.9,773.69,812.01,797.98,782.73,1657.33,1663.81,1697.8,1752.08,1796.45,Lola,0.0609999999999218,139.12,75.83,158.444196170134,F,1243.11475409995,2280.65573770784,2597.44583885799,teen
97,price,558.008,558.091,LIKE,732.17,746.5,748.36,718.91,683.86,1876.41,1885.96,1893.45,1986.41,2065.46,Lola,0.08299999999997,189.05,-48.3099999999999,195.124981998718,F,-582.048192771294,2277.71084337432,2350.90339757577,teen
98,price,561.959,562.02,LIKE,775.35,753.68,717.62,681.27,626.97,1693.98,1740.04,1805.5,1832.19,1914.61,Lola,0.0610000000000355,220.63,-148.38,265.88384926505,F,-2432.45901639203,3616.88524589953,4358.75162729337,teen
99,price,563.887,563.945,KINDA,903.27,905.3,912.19,871.49,819.15,1636.78,1663.98,1691.16,1723.28,1761.6,Lola,0.0580000000001064,124.82,-84.12,150.519788732246,F,-1450.34482758355,2152.06896551329,2595.16877124086,teen
100,price,565.93,566.094,LIKE,810.89,752.75,619.41,582.22,501.28,1884.98,1995.11,2139.82,2438.77,2557.52,Lola,0.164000000000101,672.54,-309.61,740.383956943963,F,-1887.86585365737,4100.85365853406,4514.53632282626,teen
101,face,566.465,566.518,THEY,472.5,462.74,450.17,446.83,493.24,2278.39,2339.51,2346.5,2392.72,2356.54,Lola,0.0529999999999973,78.1500000000001,20.74,80.8552416359015,F,391.320754717001,1474.52830188687,1525.57059690388,teen
102,face,567.641,567.741,THEY,490.13,486.17,472.91,472.9,475.96,2193.48,2219.32,2341.7,2314.63,2188.54,Lola,0.100000000000023,-4.94000000000005,-14.17,15.0064152947998,F,-141.699999999967,-49.3999999999891,150.064152947963,teen
103,price,567.907,567.995,LIKE,878.15,915.18,914.35,887.95,843.99,1629.53,1630.69,1659.7,1709.56,1792.83,Lola,0.0879999999999654,163.3,-34.16,166.834635492754,F,-388.181818181971,1855.68181818255,1895.84813060022,teen
104,price,568.767,569.048,WHY,906.67,932.27,877.5,790.27,631.39,1392.45,1518.46,1689.84,1856.36,2015.12,Lola,0.280999999999949,622.67,-275.28,680.806145169093,F,-979.644128114057,2215.90747331001,2422.79766964134,teen
105,price,570.131,570.196,LIKE,804.02,820.69,848.8,822.44,809.73,1594.27,1631.66,1663.37,1700.54,1793.02,Lola,0.0650000000000546,198.75,5.71000000000004,198.832005974893,F,87.8461538460807,3057.69230768974,3058.95393807271,teen
106,goat,570.417532746828,570.551857738627,THROW,712.69,739.36,717.76,590.49,486.98,1762.68,1789.35,1797.89,1878.09,2013.87,Lola,0.134324991799076,251.19,-225.71,337.700192774597,F,-1680.32766633344,1870.01686458862,2514.05332880817,teen
107,price,571.239,571.401,SIDE,843.69,849.94,817.15,765.97,731.66,1505.42,1596.81,1677.86,1837.68,2039.15,Lola,0.161999999999921,533.73,-112.03,545.360828993062,F,-691.54320987688,3294.62962963124,3366.42487032918,teen
108,price,571.477,571.533,LIKE,773.79,812.22,850.72,818.81,805.89,1757.15,1740.27,1747.21,1771.9,1781.57,Lola,0.05600000000004,24.4199999999998,32.1,40.3329443507413,F,573.214285713876,436.071428571114,720.231149119866,teen
109,goat,571.724479790249,571.813930710009,THROW,652.93,646.28,585.46,510.52,457.71,1627.94,1735.2,1823.31,1915.4,2131.02,Lola,0.0894509197590878,503.08,-195.22,539.629812742032,F,-2182.42585460019,5624.08973943378,6032.6916055797,teen
110,goat,573.133176172038,573.408883795064,HOLE,631.12,583.34,533.33,478.94,511.62,888.79,848.67,798.75,758.17,771.01,Lola,0.275707623025937,-117.78,-119.5,167.786705075223,F,-433.430163041804,-427.191670318524,608.567522485363,teen
111,goat,575.297715009408,575.407625306122,HOLE,634.22,612.98,590.51,602.69,596.31,990.02,989.18,960.57,947.19,994.21,Lola,0.109910296714361,4.19000000000005,-37.9100000000001,38.1408468705141,F,-344.917638595063,38.1219969853159,347.017959287618,teen
112,price,575.486,575.557,LIKE,822.36,818.88,842.99,840.69,813.67,1680.76,1692.49,1727.36,1748.63,1815.56,Lola,0.0710000000000264,134.8,-8.69000000000005,135.079813813908,F,-122.394366197138,1898.59154929507,1902.53258892757,teen
113,price,576.375,576.472,LIKE,824.83,837.44,821.87,794.6,774.59,1462.68,1570.12,1646.8,1804.86,1864.32,Lola,0.09699999999998,401.64,-50.24,404.769992958964,F,-517.938144330004,4140.61855670188,4172.886525351,teen
114,price,581.522,581.643,NICE,920.33,906.52,901.65,835.32,807.75,1644.51,1620.48,1648.03,1740.22,1830.6,Lola,0.120999999999981,186.09,-112.58,217.494240153619,F,-930.413223140642,1537.93388429776,1797.4730591211,teen
115,price,590.129,590.218,MY,794.22,861.13,904.89,937.04,917.97,1272.33,1373.39,1446.55,1561.9,1638.9,Lola,0.0889999999999418,366.57,123.75,386.894853157806,F,1390.44943820316,4118.76404494651,4347.13318155122,teen
116,face,615.111,615.18,CRAZY,560.24,529.98,491.39,537.03,602.02,1947.93,2052.38,2137.06,2278.42,2286.9,Lola,0.06899999999996,338.97,41.78,341.535106980234,F,605.507246377163,4912.60869565502,4949.7841591367,teen
